EmployeeID,Age,BusinessTravel,Department,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Avg_Working_Time,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
3469,27,Non-Travel,Sales,Female,Junior Level,Laboratory Technician,Married,99850,1.0,14,3.0,3,3,1,2,3.0,Low,High,Better
3470,55,Travel_Frequently,Research & Development,Male,Mid Level,Laboratory Technician,Married,36970,3.0,13,23.0,1,3,1,2,7.666666666666667,Very High,Medium,Better
3471,28,Travel_Rarely,Research & Development,Male,Junior Level,Healthcare Representative,Single,74570,3.0,11,10.0,1,8,1,7,3.3333333333333335,High,High,Best
3472,44,Travel_Rarely,Research & Development,Female,Junior Level,Sales Executive,Married,21190,9.0,15,24.0,3,20,3,6,2.6666666666666665,Medium,Low,Better
3473,33,Travel_Rarely,Sales,Female,Senior Level,Sales Executive,Divorced,39830,4.0,12,9.0,3,3,1,2,2.25,Very High,Very High,Better
3474,35,Travel_Rarely,Sales,Male,Mid Level,Sales Representative,Single,61180,0.0,21,9.0,3,8,4,7,inf,Very High,Low,Better
3475,33,Travel_Frequently,Research & Development,Female,Entry Level,Sales Executive,Single,62140,1.0,19,14.0,3,13,3,8,14.0,Low,High,Better
3476,28,Travel_Rarely,Human Resources,Male,Junior Level,Research Scientist,Divorced,63470,1.0,15,4.0,2,4,2,2,4.0,Low,High,Good
3477,34,Travel_Frequently,Sales,Male,Entry Level,Research Scientist,Single,115100,0.0,14,7.0,5,6,0,4,inf,Low,Very High,Good
3478,37,Travel_Rarely,Research & Development,Male,Senior Level,Sales Executive,Divorced,71430,2.0,21,8.0,6,1,0,0,4.0,Very High,Very High,Better
3479,25,Travel_Rarely,Human Resources,Female,Junior Level,Research Scientist,Married,82680,1.0,12,7.0,3,7,5,6,7.0,Very High,Very High,Best
3480,26,Travel_Rarely,Sales,Male,Junior Level,Sales Executive,Divorced,80950,1.0,15,1.0,3,1,0,0,1.0,Low,High,Good
3481,33,Travel_Rarely,Research & Development,Male,Senior Level,Manufacturing Director,Single,29040,4.0,13,5.0,2,2,2,2,1.25,Low,Medium,Better
3482,42,Travel_Rarely,Research & Development,Male,Senior Level,Research Scientist,Married,60320,0.0,14,23.0,2,22,13,7,inf,Very High,Low,Better
3483,28,Travel_Frequently,Research & Development,Male,Junior Level,Manager,Divorced,29760,1.0,14,1.0,3,1,0,0,1.0,Low,Medium,Better
3484,50,Travel_Frequently,Research & Development,Male,Junior Level,Research Scientist,Single,159920,3.0,14,5.0,3,0,0,0,1.6666666666666667,Very High,High,Better
3485,33,Travel_Frequently,Sales,Female,Junior Level,Research Scientist,Married,46490,0.0,12,4.0,2,3,0,2,inf,Very High,Medium,Better
3486,34,Non-Travel,Sales,Female,Junior Level,Research Director,Married,26960,3.0,23,6.0,3,0,0,0,2.0,High,Very High,Better
3487,48,Non-Travel,Sales,Male,Junior Level,Sales Executive,Single,23700,2.0,11,27.0,3,5,2,1,13.5,Low,Very High,Good
3488,45,Non-Travel,Research & Development,Female,Junior Level,Human Resources,Married,125040,1.0,12,15.0,2,15,4,12,15.0,Medium,High,Better
3489,52,Travel_Rarely,Sales,Male,Entry Level,Sales Executive,Single,59740,7.0,18,18.0,6,8,4,0,2.5714285714285716,Medium,Medium,Better
3490,38,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Divorced,47360,0.0,11,9.0,3,8,2,7,inf,High,High,Better
3491,29,Travel_Rarely,Research & Development,Female,Senior Level,Research Scientist,Divorced,52960,4.0,14,11.0,3,7,1,7,2.75,High,Very High,Better
3492,28,Travel_Rarely,Human Resources,Female,Senior Level,Laboratory Technician,Divorced,67810,0.0,15,10.0,2,9,1,7,inf,Very High,Medium,Good
3493,46,Travel_Rarely,Research & Development,Male,Mid Level,Sales Executive,Married,21740,3.0,11,23.0,3,12,4,9,7.666666666666667,Low,High,Better
3494,38,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Single,66530,7.0,20,10.0,2,1,0,0,1.4285714285714286,Very High,Medium,Better
3495,43,Travel_Frequently,Research & Development,Female,Junior Level,Laboratory Technician,Married,96990,8.0,19,18.0,3,8,0,1,2.25,High,Low,Better
3496,39,Travel_Frequently,Sales,Male,Junior Level,Healthcare Representative,Divorced,67550,7.0,14,21.0,2,18,11,5,3.0,Low,Very High,Better
3497,40,Travel_Rarely,Research & Development,Male,Entry Level,Healthcare Representative,Single,22130,1.0,17,21.0,4,20,4,9,21.0,High,High,Best
3498,21,Travel_Rarely,Research & Development,Female,Entry Level,Research Scientist,Single,26100,1.0,11,2.0,3,2,2,2,2.0,Very High,Medium,Best
3499,39,Non-Travel,Research & Development,Male,Entry Level,Laboratory Technician,Single,28510,9.0,15,9.0,2,5,0,3,1.0,High,Medium,Good
3500,36,Non-Travel,Research & Development,Male,Mid Level,Sales Representative,Single,34520,2.0,13,18.0,4,11,0,9,9.0,Low,Very High,Better
3501,31,Travel_Frequently,Research & Development,Male,Entry Level,Sales Executive,Married,52580,0.0,14,3.0,5,2,2,2,inf,High,Very High,Better
3502,28,Travel_Rarely,Sales,Male,Entry Level,Sales Executive,Married,93550,0.0,11,6.0,4,5,0,4,inf,Low,Medium,Bad
3503,35,Travel_Frequently,Research & Development,Female,Entry Level,Manufacturing Director,Divorced,104960,1.0,13,5.0,2,5,0,2,5.0,Very High,Very High,Better
3504,49,Travel_Rarely,Sales,Female,Entry Level,Sales Executive,Married,63800,6.0,23,22.0,1,9,2,3,3.6666666666666665,Very High,Medium,Better
3505,34,Travel_Frequently,Sales,Male,Junior Level,Sales Executive,Single,26570,2.0,13,5.0,3,3,0,2,2.5,Very High,High,Good
3506,29,Travel_Frequently,Research & Development,Male,Mid Level,Research Scientist,Divorced,27160,0.0,18,8.0,2,7,1,1,inf,Very High,Medium,Good
3507,42,Travel_Rarely,Sales,Female,Entry Level,Healthcare Representative,Single,22010,4.0,12,16.0,3,1,0,0,4.0,Medium,Very High,Better
3508,29,Travel_Rarely,Sales,Female,Junior Level,Healthcare Representative,Married,65400,1.0,22,10.0,2,10,1,2,10.0,Medium,Very High,Good
3509,38,Travel_Rarely,Research & Development,Female,Entry Level,Human Resources,Married,38160,1.0,13,7.0,2,7,5,0,7.0,High,High,Best
3510,28,Travel_Frequently,Sales,Male,Entry Level,Manager,Divorced,52530,1.0,15,3.0,2,3,0,2,3.0,High,High,Better
3511,18,Non-Travel,Research & Development,Male,Mid Level,Laboratory Technician,Single,109650,1.0,18,0.0,5,0,0,0,0.0,High,High,Better
3512,33,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Single,49360,0.0,14,6.0,2,5,0,3,inf,Low,Low,Better
3513,41,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Married,25430,3.0,12,6.0,3,1,0,0,2.0,Medium,Very High,Better
3514,31,Travel_Frequently,Sales,Female,Entry Level,Research Director,Married,53040,1.0,17,2.0,3,2,2,2,2.0,High,High,Good
3515,37,Travel_Rarely,Research & Development,Male,Mid Level,Manufacturing Director,Divorced,166590,7.0,16,9.0,2,6,1,3,1.2857142857142858,High,Very High,Better
3516,27,Travel_Rarely,Research & Development,Female,Entry Level,Healthcare Representative,Married,42600,1.0,11,4.0,2,4,2,2,4.0,Very High,High,Better
3517,34,Travel_Rarely,Sales,Female,Junior Level,Laboratory Technician,Married,24760,1.0,19,6.0,2,6,1,3,6.0,Medium,High,Good
3518,35,Travel_Rarely,Research & Development,Female,Mid Level,Laboratory Technician,Single,31020,1.0,13,6.0,3,5,1,4,6.0,High,High,Bad
3519,29,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Married,22440,1.0,12,11.0,5,11,3,10,11.0,Very High,Low,Bad
3520,40,Travel_Frequently,Research & Development,Male,Senior Level,Human Resources,Single,75960,9.0,11,20.0,0,18,2,13,2.2222222222222223,Medium,High,Good
3521,42,Travel_Frequently,Sales,Male,Entry Level,Laboratory Technician,Single,22850,0.0,16,22.0,3,21,13,14,inf,High,Low,Good
3522,42,Travel_Rarely,Research & Development,Male,Senior Level,Laboratory Technician,Single,30340,7.0,21,9.0,3,6,1,5,1.2857142857142858,Medium,Low,Best
3523,35,Travel_Rarely,Research & Development,Male,Entry Level,Healthcare Representative,Married,57150,6.0,24,10.0,0,8,1,7,1.6666666666666667,Very High,High,Better
3524,24,Travel_Rarely,Sales,Female,Entry Level,Laboratory Technician,Single,25760,8.0,17,6.0,3,4,1,2,0.75,Very High,Medium,Better
3525,28,Travel_Rarely,Research & Development,Male,Junior Level,Sales Executive,Married,41970,1.0,13,1.0,3,1,0,0,1.0,High,Very High,Good
3526,26,Travel_Rarely,Research & Development,Male,Junior Level,Sales Representative,Married,143360,1.0,21,8.0,3,8,0,7,8.0,Low,Very High,Better
3527,30,Travel_Rarely,Research & Development,Female,Entry Level,Manufacturing Director,Married,34480,1.0,11,10.0,3,10,1,4,10.0,High,,Better
3528,40,Travel_Frequently,Research & Development,Male,Junior Level,Research Scientist,Married,194060,3.0,20,16.0,2,1,0,0,5.333333333333333,High,Very High,Bad
3529,35,Travel_Rarely,Research & Development,Female,Junior Level,Research Scientist,Divorced,65380,2.0,16,15.0,3,7,6,4,7.5,High,Medium,Best
3530,34,Travel_Frequently,Research & Development,Male,Entry Level,Research Director,Single,43060,0.0,11,14.0,2,13,4,9,inf,Very High,Low,Better
3531,35,Travel_Frequently,Research & Development,Female,Junior Level,Laboratory Technician,Married,22580,1.0,11,2.0,2,2,2,2,2.0,Very High,Very High,Best
3532,43,Travel_Rarely,Sales,Female,Mid Level,Research Scientist,Single,45220,8.0,15,7.0,3,4,1,3,0.875,Low,High,Good
3533,32,Non-Travel,Research & Development,Female,Junior Level,Research Scientist,Divorced,44870,1.0,11,1.0,5,1,0,0,1.0,High,Low,Better
3534,56,Travel_Rarely,Research & Development,Male,Junior Level,Healthcare Representative,Divorced,44490,1.0,15,28.0,3,5,4,2,28.0,Very High,Low,Better
3535,29,Travel_Rarely,Research & Development,Male,Entry Level,Laboratory Technician,Married,22180,1.0,24,10.0,1,10,0,8,10.0,,Very High,Better
3536,19,Travel_Rarely,Research & Development,Male,Junior Level,Laboratory Technician,Single,191970,1.0,12,1.0,2,1,0,0,1.0,High,Low,Better
3537,45,Travel_Rarely,Research & Development,Female,Junior Level,Sales Representative,Married,132120,4.0,13,7.0,4,3,0,2,1.75,Low,High,Good
3538,37,Travel_Rarely,Research & Development,Male,Mid Level,Research Scientist,Married,65770,1.0,13,14.0,1,14,3,11,14.0,Very High,Very High,Good
3539,20,Travel_Rarely,Research & Development,Male,Executive,Research Director,Single,83920,1.0,17,2.0,5,2,1,2,2.0,Low,High,Good
3540,44,Travel_Rarely,Human Resources,Male,Mid Level,Sales Executive,Single,45580,1.0,13,6.0,2,6,0,2,6.0,High,High,Better
3541,53,Travel_Rarely,Research & Development,Male,Entry Level,Research Director,Divorced,40310,3.0,12,26.0,3,7,4,7,8.666666666666666,Very High,High,Better
3542,29,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Married,79690,0.0,14,6.0,3,5,1,3,inf,Medium,Very High,Good
3543,22,Travel_Frequently,Research & Development,Male,Entry Level,Sales Representative,Married,26540,0.0,24,1.0,5,0,0,0,inf,High,Very High,Better
3544,46,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Married,165550,8.0,14,28.0,4,26,15,9,3.5,High,Low,Better
3545,44,Non-Travel,Research & Development,Male,Entry Level,Sales Representative,Single,45560,2.0,13,6.0,4,0,0,0,3.0,Very High,High,Better
3546,33,Travel_Rarely,Research & Development,Female,Entry Level,Manager,Married,60910,1.0,15,5.0,6,5,1,4,5.0,Medium,High,Better
3547,41,Non-Travel,Research & Development,Male,Junior Level,Sales Representative,Divorced,195660,6.0,16,5.0,2,1,0,0,0.8333333333333334,Low,Low,Bad
3548,30,Travel_Rarely,Sales,Male,Mid Level,Sales Executive,Divorced,48100,8.0,18,8.0,3,4,0,3,1.0,High,Low,Better
3549,40,Travel_Frequently,Sales,Male,Entry Level,Manufacturing Director,Married,45230,5.0,16,5.0,5,0,0,0,1.0,Medium,Medium,Better
3550,50,Travel_Frequently,Research & Development,Female,Junior Level,Healthcare Representative,Married,32020,2.0,24,32.0,2,2,2,2,16.0,Very High,Low,Better
3551,28,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Married,23510,1.0,16,6.0,4,6,3,3,6.0,Very High,Low,Better
3552,46,Travel_Rarely,Research & Development,Male,Mid Level,Manager,Married,17020,5.0,21,25.0,2,4,0,3,5.0,Very High,Medium,Better
3553,35,Travel_Rarely,Sales,Male,Entry Level,Laboratory Technician,Married,180410,3.0,20,15.0,3,7,1,7,5.0,High,Low,Better
3554,24,Travel_Rarely,Human Resources,Male,Mid Level,Manufacturing Director,Married,28860,1.0,19,1.0,5,1,0,0,1.0,Very High,Medium,Bad
3555,33,Travel_Frequently,Research & Development,Female,Entry Level,Sales Executive,Married,20970,1.0,14,10.0,5,10,0,1,10.0,Medium,High,Good
3556,36,Travel_Rarely,Research & Development,Male,Junior Level,Sales Executive,Divorced,119350,1.0,11,7.0,6,7,1,7,7.0,High,High,Better
3557,30,Travel_Rarely,Sales,Male,Entry Level,Sales Executive,Divorced,25460,1.0,14,10.0,2,10,8,9,10.0,High,High,Good
3558,44,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Single,25640,1.0,12,20.0,3,20,13,17,20.0,Very High,Very High,Better
3559,20,Travel_Rarely,Research & Development,Male,Entry Level,Human Resources,Single,84120,1.0,13,2.0,2,2,2,2,2.0,High,Very High,Better
3560,46,Travel_Rarely,Sales,Female,Entry Level,Sales Executive,Divorced,141180,2.0,22,12.0,3,6,1,4,6.0,Very High,Very High,Good
3561,42,Non-Travel,Research & Development,Male,Executive,Sales Executive,Married,170460,7.0,11,10.0,3,4,0,3,1.4285714285714286,Very High,Low,Best
3562,60,Travel_Rarely,Sales,Male,Junior Level,Sales Executive,Divorced,25640,0.0,14,12.0,3,11,1,9,inf,Medium,Very High,Better
3563,32,Travel_Frequently,Sales,Female,Entry Level,Sales Executive,Married,102660,1.0,11,2.0,3,2,2,2,2.0,High,Medium,Better
3564,32,Travel_Frequently,Research & Development,Female,Junior Level,Research Scientist,Single,50700,4.0,12,10.0,6,8,0,7,2.5,Very High,High,Better
3565,36,Travel_Rarely,Sales,Male,Senior Level,Healthcare Representative,Divorced,178610,2.0,18,17.0,2,7,7,7,8.5,High,Low,Better
3566,33,Travel_Rarely,Sales,Male,Entry Level,Research Scientist,Married,42300,0.0,12,15.0,0,14,4,10,inf,Low,Very High,Better
3567,40,Travel_Rarely,Research & Development,Female,Junior Level,Research Scientist,Divorced,37800,7.0,12,7.0,2,5,1,3,1.0,Medium,Medium,Best
3568,25,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Single,27680,0.0,22,5.0,0,4,1,1,inf,High,Very High,Better
3569,30,Travel_Rarely,Sales,Female,Entry Level,Research Scientist,Married,90710,0.0,19,12.0,2,11,5,7,inf,Very High,Medium,Better
3570,42,Travel_Frequently,Human Resources,Male,Entry Level,Sales Executive,Married,106480,3.0,13,20.0,1,1,0,0,6.666666666666667,Low,Low,Better
3571,35,Non-Travel,Research & Development,Male,Junior Level,Sales Executive,Married,136100,4.0,22,16.0,4,13,4,12,4.0,High,Very High,Good
3572,27,Travel_Rarely,Research & Development,Male,Mid Level,Manufacturing Director,Married,34080,1.0,24,9.0,2,9,6,8,9.0,Low,Low,Good
3573,54,Travel_Frequently,Research & Development,Male,Junior Level,Sales Representative,Divorced,29830,7.0,14,33.0,2,5,1,4,4.714285714285714,Very High,High,Bad
3574,44,Travel_Rarely,Human Resources,Male,Executive,Laboratory Technician,Married,76320,1.0,21,10.0,3,10,7,7,10.0,Low,Very High,Better
3575,19,Non-Travel,Sales,Male,Mid Level,Healthcare Representative,Single,98240,1.0,18,1.0,2,1,0,0,1.0,Low,Medium,Best
3576,29,Travel_Rarely,Research & Development,Male,Entry Level,Manufacturing Director,Divorced,99500,1.0,20,3.0,3,3,1,2,3.0,Low,Very High,Better
3577,54,Travel_Rarely,Research & Development,Male,Junior Level,Sales Executive,Married,20930,3.0,19,36.0,2,10,0,9,12.0,Very High,Very High,Better
3578,31,Travel_Rarely,Research & Development,Male,Junior Level,Laboratory Technician,Married,99800,1.0,12,6.0,1,6,0,1,6.0,High,Low,Good
3579,31,Travel_Rarely,Sales,Female,Entry Level,Sales Executive,Single,38940,1.0,12,10.0,3,10,1,8,10.0,High,Low,Better
3580,59,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Single,40510,5.0,16,13.0,3,6,0,5,2.6,High,Very High,Better
3581,43,Travel_Rarely,Research & Development,Male,Mid Level,Laboratory Technician,Married,168350,3.0,17,25.0,3,8,0,7,8.333333333333334,High,Very High,Better
3582,49,Travel_Rarely,Sales,Male,Junior Level,Research Scientist,Married,62300,2.0,14,23.0,2,1,0,0,11.5,Low,High,Best
3583,36,Travel_Frequently,Sales,Female,Entry Level,Laboratory Technician,Married,47170,1.0,19,12.0,3,11,0,7,12.0,High,Medium,Good
3584,48,Travel_Rarely,Research & Development,Female,Junior Level,Laboratory Technician,Single,132370,5.0,13,7.0,2,1,0,0,1.4,Very High,Medium,Good
3585,27,Travel_Rarely,Research & Development,Male,Junior Level,Laboratory Technician,Divorced,37550,1.0,19,5.0,2,5,0,3,5.0,Low,High,Better
3586,29,Travel_Rarely,Sales,Male,Entry Level,Laboratory Technician,Divorced,65820,1.0,19,6.0,3,6,1,0,6.0,High,Very High,Better
3587,48,Travel_Rarely,Sales,Male,Junior Level,Manufacturing Director,Single,74060,6.0,14,25.0,2,1,0,0,4.166666666666667,Very High,Very High,Best
3588,29,Travel_Rarely,Research & Development,Female,Junior Level,Healthcare Representative,Divorced,48050,3.0,16,9.0,2,7,1,7,3.0,Very High,Very High,Good
3589,34,Travel_Rarely,Sales,Female,Junior Level,Laboratory Technician,Married,27410,0.0,15,2.0,3,1,0,0,inf,High,High,Good
3590,44,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Married,42620,7.0,18,26.0,2,22,3,10,3.7142857142857144,Medium,Medium,Better
3591,33,Travel_Rarely,Research & Development,Female,Junior Level,Research Scientist,Divorced,161840,0.0,13,10.0,2,9,0,8,inf,Very High,High,Better
3592,19,Travel_Rarely,Sales,Male,Mid Level,Laboratory Technician,Single,115570,1.0,22,1.0,0,1,0,1,1.0,Medium,Very High,Better
3593,23,Travel_Rarely,Sales,Male,Mid Level,Laboratory Technician,Married,18780,1.0,13,1.0,2,1,0,1,1.0,Very High,High,Better
3594,25,Travel_Frequently,Research & Development,Male,Entry Level,Manufacturing Director,Single,109320,1.0,11,1.0,3,1,1,0,1.0,High,Very High,Better
3595,26,Travel_Rarely,Human Resources,Male,Junior Level,Research Scientist,Single,68110,1.0,11,8.0,4,8,2,2,8.0,High,Very High,Good
3596,45,Travel_Rarely,Human Resources,Male,Junior Level,Laboratory Technician,Single,43060,2.0,11,26.0,3,24,1,11,13.0,Low,Medium,Better
3597,55,Non-Travel,Research & Development,Female,Junior Level,Manager,Divorced,48590,1.0,24,34.0,3,33,15,0,34.0,Very High,Medium,Better
3598,21,Travel_Frequently,Research & Development,Female,Senior Level,Research Scientist,Single,53370,1.0,14,2.0,2,2,2,2,2.0,Low,High,Bad
3599,46,Travel_Rarely,Research & Development,Male,Entry Level,Manufacturing Director,Married,23400,2.0,13,26.0,2,11,0,8,13.0,Very High,Medium,Better
3600,34,Travel_Rarely,Sales,Male,Mid Level,Sales Representative,Single,74910,0.0,14,4.0,3,3,0,2,inf,High,Low,Better
3601,51,Travel_Frequently,Research & Development,Male,Junior Level,Research Director,Divorced,105270,4.0,14,31.0,3,29,11,10,7.75,Very High,Medium,Good
3602,59,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Single,165950,6.0,21,25.0,2,9,5,4,4.166666666666667,Very High,Very High,Good
3603,34,Travel_Frequently,Sales,Female,Mid Level,Research Scientist,Divorced,88340,4.0,13,15.0,1,11,5,10,3.75,High,Medium,Best
3604,28,Travel_Frequently,Research & Development,Female,Entry Level,Manager,Single,55770,0.0,19,5.0,3,4,0,2,inf,Very High,High,Good
3605,44,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Divorced,47070,1.0,17,26.0,4,25,14,13,26.0,High,Low,Good
3606,34,Travel_Frequently,Sales,Male,Junior Level,Sales Executive,Married,24000,4.0,18,14.0,3,10,1,8,3.5,High,Medium,Best
3607,35,Travel_Rarely,Research & Development,Male,Senior Level,Healthcare Representative,Married,98240,0.0,19,4.0,2,3,2,2,inf,High,High,Better
3608,42,Travel_Rarely,Research & Development,Female,Entry Level,Manager,Married,64470,6.0,13,18.0,3,1,0,0,3.0,Medium,Medium,Better
3609,43,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Single,195020,3.0,18,23.0,3,21,15,17,7.666666666666667,Very High,Very High,Best
